race,stage_number,classification_type,rank,rider_name,rider_slug,rider_url,bib,team_name,team_slug,team_url,time,gap,points,bonus,source_url
Tour de France,4,teams,5,,,,,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,39h 36' 46'',+ 00h 32' 33'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,6,,,,,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,39h 37' 34'',+ 00h 33' 21'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,7,,,,,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,39h 38' 50'',+ 00h 34' 37'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,8,,,,,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,39h 43' 13'',+ 00h 39' 00'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,9,,,,,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,39h 45' 52'',+ 00h 41' 39'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,10,,,,,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,39h 52' 15'',+ 00h 48' 02'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,11,,,,,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,39h 55' 39'',+ 00h 51' 26'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,12,,,,,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,39h 57' 48'',+ 00h 53' 35'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,13,,,,,CAJA RURAL-SEGUROS RGA,caja-rural-seguros-rga,https://www.letour.fr/en/team/CJR/caja-rural-seguros-rga,40h 03' 19'',+ 00h 59' 06'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,14,,,,,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,40h 04' 07'',+ 00h 59' 54'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,15,,,,,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,40h 04' 51'',+ 01h 00' 38'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,16,,,,,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,40h 10' 36'',+ 01h 06' 23'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,17,,,,,TUDOR PRO CYCLING TEAM,tudor-pro-cycling-team,https://www.letour.fr/en/team/TUD/tudor-pro-cycling-team,40h 25' 51'',+ 01h 21' 38'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,18,,,,,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,40h 26' 20'',+ 01h 22' 07'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,19,,,,,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,40h 31' 12'',+ 01h 26' 59'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,20,,,,,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,40h 38' 05'',+ 01h 33' 52'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,21,,,,,NSN CYCLING TEAM,nsn-cycling-team,https://www.letour.fr/en/team/NSN/nsn-cycling-team,40h 47' 27'',+ 01h 43' 14'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,22,,,,,TEAM JAYCO ALULA,team-jayco-alula,https://www.letour.fr/en/team/JAY/team-jayco-alula,40h 48' 08'',+ 01h 43' 55'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,4,teams,23,,,,,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,41h 28' 11'',+ 02h 23' 58'',-,,https://www.letour.fr/en/ajax/ranking/4/etg/731261d0a04fb1fb778012916143668b/none
Tour de France,5,stage,1,O. KOOIJ,olav-kooij,https://www.letour.fr/en/rider/55/decathlon-cma-cgm-team/olav-kooij,55.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,03h 29' 07'',-,-,B : 10'',https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,2,M. KANTER,max-kanter,https://www.letour.fr/en/rider/64/xds-astana-team/max-kanter,64.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,03h 29' 07'',-,-,B : 6'',https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,3,T. MERLIER,tim-merlier,https://www.letour.fr/en/rider/91/soudal-quick-step/tim-merlier,91.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,03h 29' 07'',-,-,B : 4'',https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,4,H. ARTZ,huub-artz,https://www.letour.fr/en/rider/152/lotto-intermarche/huub-artz,152.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,5,J. PHILIPSEN,jasper-philipsen,https://www.letour.fr/en/rider/105/alpecin-premier-tech/jasper-philipsen,105.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,6,B. GIRMAY,biniam-girmay,https://www.letour.fr/en/rider/131/nsn-cycling-team/biniam-girmay,131.0,NSN CYCLING TEAM,nsn-cycling-team,https://www.letour.fr/en/team/NSN/nsn-cycling-team,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,7,M. PEDERSEN,mads-pedersen,https://www.letour.fr/en/rider/33/lidl-trek/mads-pedersen,33.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,8,M. FRETIN,milan-fretin,https://www.letour.fr/en/rider/165/cofidis/milan-fretin,165.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,9,A. TURGIS,anthony-turgis,https://www.letour.fr/en/rider/207/totalenergies/anthony-turgis,207.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,10,S. WAERENSKJOLD,soeren-waerenskjold,https://www.letour.fr/en/rider/128/uno-x-mobility/soeren-waerenskjold,128.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,11,J. BERCKMOES,jenno-berckmoes,https://www.letour.fr/en/rider/153/lotto-intermarche/jenno-berckmoes,153.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,12,P. ACKERMANN,pascal-ackermann,https://www.letour.fr/en/rider/112/team-jayco-alula/pascal-ackermann,112.0,TEAM JAYCO ALULA,team-jayco-alula,https://www.letour.fr/en/team/JAY/team-jayco-alula,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,13,C. RUSSO,clement-russo,https://www.letour.fr/en/rider/188/groupama-fdj-united/clement-russo,188.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,14,R. PLUIMERS,rick-pluimers,https://www.letour.fr/en/rider/195/tudor-pro-cycling-team/rick-pluimers,195.0,TUDOR PRO CYCLING TEAM,tudor-pro-cycling-team,https://www.letour.fr/en/team/TUD/tudor-pro-cycling-team,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,15,D. GODON,dorian-godon,https://www.letour.fr/en/rider/85/netcompany-ineos-cycling-team/dorian-godon,85.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,16,P. BITTNER,pavel-bittner,https://www.letour.fr/en/rider/213/team-picnic-postnl/pavel-bittner,213.0,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,17,F. GAVIRIA,fernando-gaviria-rendon,https://www.letour.fr/en/rider/221/caja-rural-seguros-rga/fernando-gaviria-rendon,221.0,CAJA RURAL-SEGUROS RGA,caja-rural-seguros-rga,https://www.letour.fr/en/team/CJR/caja-rural-seguros-rga,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,18,P. BAUHAUS,phil-bauhaus,https://www.letour.fr/en/rider/72/bahrain-victorious/phil-bauhaus,72.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,19,M. TEUNISSEN,mike-teunissen,https://www.letour.fr/en/rider/66/xds-astana-team/mike-teunissen,66.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,03h 29' 07'',-,-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,20,A. GATE,aaron-murray-gate,https://www.letour.fr/en/rider/63/xds-astana-team/aaron-murray-gate,63.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,03h 29' 14'',+ 00h 00' 07'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,21,T. POGACAR,tadej-pogacar,https://www.letour.fr/en/rider/1/uae-team-emirates-xrg/tadej-pogacar,1.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,22,R. EVENEPOEL,remco-evenepoel,https://www.letour.fr/en/rider/21/red-bull-bora-hansgrohe/remco-evenepoel,21.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,23,P. SEIXAS,paul-seixas,https://www.letour.fr/en/rider/51/decathlon-cma-cgm-team/paul-seixas,51.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,24,T. PIDCOCK,tom-pidcock,https://www.letour.fr/en/rider/171/pinarello-q36-5-pro-cycling-team/tom-pidcock,171.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,25,R. CARAPAZ,richard-carapaz,https://www.letour.fr/en/rider/41/ef-education-easypost/richard-carapaz,41.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,26,I. VAN WILDER,ilan-van-wilder,https://www.letour.fr/en/rider/97/soudal-quick-step/ilan-van-wilder,97.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,27,M. VAN GILS,maxim-van-gils,https://www.letour.fr/en/rider/28/red-bull-bora-hansgrohe/maxim-van-gils,28.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,28,T. ARENSMAN,thymen-arensman,https://www.letour.fr/en/rider/82/netcompany-ineos-cycling-team/thymen-arensman,82.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,29,S. QUINN,sean-quinn,https://www.letour.fr/en/rider/45/ef-education-easypost/sean-quinn,45.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,30,T. VAN ASBROECK,tom-van-asbroeck,https://www.letour.fr/en/rider/138/nsn-cycling-team/tom-van-asbroeck,138.0,NSN CYCLING TEAM,nsn-cycling-team,https://www.letour.fr/en/team/NSN/nsn-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,31,M. VACEK,mathias-vacek,https://www.letour.fr/en/rider/37/lidl-trek/mathias-vacek,37.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,32,I. DEL TORO,isaac-del-toro-romero,https://www.letour.fr/en/rider/2/uae-team-emirates-xrg/isaac-del-toro-romero,2.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,33,M. JORGENSON,matteo-jorgenson,https://www.letour.fr/en/rider/16/team-visma-lease-a-bike/matteo-jorgenson,16.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,34,M. SKJELMOSE,mattias-skjelmose,https://www.letour.fr/en/rider/35/lidl-trek/mattias-skjelmose,35.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,35,J. AYUSO,juan-ayuso-pesquera,https://www.letour.fr/en/rider/31/lidl-trek/juan-ayuso-pesquera,31.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,36,R. DEBRUYNE,ramses-debruyne,https://www.letour.fr/en/rider/102/alpecin-premier-tech/ramses-debruyne,102.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,37,J. JEGAT,jordan-jegat,https://www.letour.fr/en/rider/201/totalenergies/jordan-jegat,201.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,38,B. MCNULTY,brandon-mcnulty,https://www.letour.fr/en/rider/4/uae-team-emirates-xrg/brandon-mcnulty,4.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,39,T. JOHANNESSEN,tobias-halland-johannessen,https://www.letour.fr/en/rider/121/uno-x-mobility/tobias-halland-johannessen,121.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,40,Y. VOISARD,yannis-voisard,https://www.letour.fr/en/rider/198/tudor-pro-cycling-team/yannis-voisard,198.0,TUDOR PRO CYCLING TEAM,tudor-pro-cycling-team,https://www.letour.fr/en/team/TUD/tudor-pro-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,41,A. TIBERI,antonio-tiberi,https://www.letour.fr/en/rider/77/bahrain-victorious/antonio-tiberi,77.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,42,S. HIGUITA,sergio-andres-higuita-garcia,https://www.letour.fr/en/rider/61/xds-astana-team/sergio-andres-higuita-garcia,61.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,43,K. VAUQUELIN,kevin-vauquelin,https://www.letour.fr/en/rider/88/netcompany-ineos-cycling-team/kevin-vauquelin,88.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,44,E. BERNAL,egan-bernal-gomez,https://www.letour.fr/en/rider/81/netcompany-ineos-cycling-team/egan-bernal-gomez,81.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,45,H. TEJADA,harold-tejada-canacue,https://www.letour.fr/en/rider/65/xds-astana-team/harold-tejada-canacue,65.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,46,J. RICKAERT,jonas-rickaert,https://www.letour.fr/en/rider/107/alpecin-premier-tech/jonas-rickaert,107.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,47,F. LIPOWITZ,florian-lipowitz,https://www.letour.fr/en/rider/25/red-bull-bora-hansgrohe/florian-lipowitz,25.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,48,G. MARTIN GUYONNET,guillaume-martin-guyonnet,https://www.letour.fr/en/rider/186/groupama-fdj-united/guillaume-martin-guyonnet,186.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,49,T. SKUJINS,toms-skujins,https://www.letour.fr/en/rider/36/lidl-trek/toms-skujins,36.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,50,C. BOL,cees-bol,https://www.letour.fr/en/rider/53/decathlon-cma-cgm-team/cees-bol,53.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,51,H. PAGE,hugo-page,https://www.letour.fr/en/rider/167/cofidis/hugo-page,167.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,52,D. PIGANZOLI,davide-piganzoli,https://www.letour.fr/en/rider/18/team-visma-lease-a-bike/davide-piganzoli,18.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,53,J. VINGEGAARD,jonas-vingegaard-hansen,https://www.letour.fr/en/rider/11/team-visma-lease-a-bike/jonas-vingegaard-hansen,11.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,54,T. TRÆEN,torstein-traeen,https://www.letour.fr/en/rider/127/uno-x-mobility/torstein-traeen,127.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,55,J. DELBOVE,joris-delbove,https://www.letour.fr/en/rider/203/totalenergies/joris-delbove,203.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
Tour de France,5,stage,56,R. GARCIA,raul-garcia-pierna,https://www.letour.fr/en/rider/144/movistar-team/raul-garcia-pierna,144.0,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,03h 29' 21'',+ 00h 00' 14'',-,-,https://www.letour.fr/en/ajax/ranking/5/ite/8ce2163afc198a3062e5b23c870bcaf6/subtab
